 state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
R5,MN,27,56589,2,1,0,4,Y, , .,18,  .,1100,1100,22988,30388,8.4,5.2,13.705714,0,0,87,WHITE EARTH         
R5,MN,27,56591,2,1,0,7,Y, , .,18,  .,830,1620,21988,22188,3.1,13.5,13.705714,0,0,5,WHITE EARTH         
R5,MN,27,56591,2,2,1,3,N, , .,18,  .,1100,1000,21988,22288,1.4,12,13.705714,0,0,5,WHITE EARTH         
R5,MN,27,56591,2,1,1,4,N, , .,18,  .,1225,835,22388,22688,5.7,4.4,13.705714,0,0,5,WHITE EARTH         
R5,MN,27,56591,2,1,0,1,Y, , .,18,  .,1145,1510,21788,21988,8.7,3.5,13.705714,0,0,5,WHITE EARTH         
R5,MN,27,56591,2,1,0,7,Y, , .,18,  .,1230,1515,21788,21988,21.9,2.7,13.705714,0,0,5,WHITE EARTH         
R5,MN,27,56591,2,1,0,4,Y, , .,18,  .,1530,1550,21788,21988,6.5,12.9,13.705714,0,0,5,WHITE EARTH         
R5,MN,27,56591,2,1,0,7,Y, , .,18,  .,1300,1700,22388,22588,5.3,5.9,13.705714,0,0,5,WHITE EARTH         
R5,MN,27,56621,2,1,1,3,N, , .,18,  .,1245,1105,21988,22288,0.6,30.5,13.705714,0,0,29,WHITE EARTH         
R5,MN,27,56621,2,1,0,4,Y, , .,18,  .,1343,1920,21988,22188,2.2,10,13.705714,0,0,29,WHITE EARTH         
R5,MN,27,56621,2,1,0,7,Y, , .,18,  .,1425,1425,21988,22188,2.1,11.1,13.705714,0,0,29,WHITE EARTH         
R5,MN,27,56651,2,1,0,4,Y, , .,18,  .,1200,1400,22288,22488,2.4,15.2,13.705714,0,0,87,WHITE EARTH         
R5,WI,55,54806,4,1,1,3,N, , .,28,  .,1345,1438,22288,22488,0.3,0,18.375,0,0,3,BAD RIVER           
R5,WI,55,54806,4,1,1,3,N, , .,28,  .,1523,1525,22288,22488,0.6,55,18.375,0,0,3,BAD RIVER           
R5,WI,55,54861,4,1,0,4,Y, , .,28,  .,1125,1350,22288,22488,0.7,38.5,18.375,0,0,3,BAD RIVER           
R5,WI,55,54861,4,1,1,3,N, , .,28,  .,1410,1411,22288,22488,1.5,23,18.375,0,0,3,BAD RIVER           
R5,WI,55,54861,4,1,0,4,Y, , .,28,  .,1635,1640,22288,22488,2.8,13.5,18.375,0,0,3,BAD RIVER           
R5,WI,55,54861,4,1,1,3,N, , .,28,  .,1505,1510,22288,22488,0.5,63,18.375,0,0,3,BAD RIVER           
R5,WI,55,54861,4,1,0,1,Y, , .,28,  .,945,1345,22288,22488,1.7,19.4,18.375,0,0,3,BAD RIVER           
R5,WI,55,54861,4,1,1,2,N, , .,28,  .,1330,1407,22288,22488,0.5,58.7,18.375,0,0,3,BAD RIVER           
R5,WI,55,54520,4,1,0,4,Y, , .,21,  .,1035,1015,22488,22688,1.2,17.4,6.145833,0,0,41,FOREST COUNTY       
R5,WI,55,54520,4,1,1,1,N, , .,21,  .,1050,1440,22488,22688,0.3,0,6.145833,0,0,41,FOREST COUNTY       
R5,WI,55,54520,4,1,0,4,Y, , .,21,  .,1105,1020,22488,22688,0.6,28.8,6.145833,0,0,41,FOREST COUNTY       
R5,WI,55,54520,4,1,1,1,N, , .,21,  .,1120,1115,22488,22688,1,21.3,6.145833,0,0,41,FOREST COUNTY       
R5,WI,55,54520,4,1,1,1,N, , .,21,  .,1130,1120,22488,22688,0.4,0,6.145833,0,0,41,FOREST COUNTY       
R5,WI,55,54566,4,1,0,4,Y, , .,21,  .,955,1045,22488,22688,1.7,11.3,6.145833,0,0,41,FOREST COUNTY       
R5,WI,55,54828,4,1,1,3,N, , .,22,  .,1000,1000,30388,31188,0.9,20.8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,4,Y, , .,22,  .,930,1030,30388,31188,2.5,12.2,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,4,Y, , .,22,  .,1530,1530,30388,31088,1.4,16.3,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,4,Y, , .,22,  .,1400,1400,30388,31188,51.5,1.5,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,2,1,1,N, , .,22,  .,930,935,30388,31088,1,29.5,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,1,1,N, , .,22,  .,1115,1130,30388,31188,1.3,19.3,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,4,Y, , .,22,  .,1430,2100,30388,31188,0.6,33,5.439952,0,0,999,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,2,Y, , .,22,  .,1700,2230,30388,31088,1.3,13.3,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,2,Y, , .,22,  .,1030,1030,30388,31088,2.3,13,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,4,Y, , .,22,  .,1500,1500,30388,31088,1.1,20,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,4,Y, , .,22,  .,1545,1545,30388,31088,0.5,36.3,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,0,4,Y, , .,22,  .,1600,1600,30388,31088,1,26.8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54828,4,1,1,3,N, , .,22,  .,1400,1400,32288,32588,1.2,20.2,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1430,1445,30388,31088,3.9,8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1630,1630,30388,30388,1.9,19.6,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1600,1800,30388,31088,1.8,15.2,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,1,1,N, , .,22,  .,1445,1445,30388,31088,1.3,19.6,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1605,1605,30388,30388,2.8,11.5,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1030,1030,30388,31088,3.5,9.1,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1115,2325,30388,31088,1.8,13,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1015,1018,30388,31088,2.4,12.6,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,1,Y, , .,22,  .,1545,1545,30388,31088,0.1,0,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,920,2125,30388,31088,2.4,11.8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,2,1,1,N, , .,22,  .,1315,1435,30388,31088,3,9.7,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1130,1130,30388,31088,0.9,30.9,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,2,1,1,N, , .,22,  .,1215,1300,30388,31088,0.8,27.1,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1700,830,30388,31088,1.6,15.3,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1145,1310,30388,31088,3.2,9.5,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1300,1230,31688,31888,1.9,13.9,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1145,1147,30388,31088,2.7,11.8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,1,Y, , .,22,  .,930,1035,30388,31088,0.7,34.2,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,2,1,1,N, , .,22,  .,1600,1600,30388,31088,0.9,30.7,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,1,1,N, , .,22,  .,1345,1355,30388,31088,0.7,32.8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,0,Y, , .,22,  .,1515,1530,30388,31088,1.4,19.8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,1,1,N, , .,22,  .,1330,1350,30388,31188,2.1,14.2,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,7,Y, , .,22,  .,1330,1400,30388,31088,1,25.4,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1415,1420,30388,31088,2.1,13.4,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1700,1500,30388,31088,1.7,17.6,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1230,1300,31688,31888,5,6.2,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,2,Y, , .,22,  .,1200,1200,30388,31188,3.4,8.8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1100,1100,30388,31088,3.6,8.9,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,945,948,30388,31088,3,10,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1505,1520,30388,31088,2,13.6,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,4,Y, , .,22,  .,1630,1500,30388,31188,6.6,4.2,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,7,Y, , .,22,  .,1452,1300,32288,32588,3.4,10.4,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54843,4,1,0,7,Y, , .,22,  .,900,1330,32388,32588,2.7,12,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,2,1,1,N, , .,22,  .,1035,1038,30388,31088,0.6,40.6,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,1,3,N, , .,22,  .,1530,1410,30388,31088,0.3,0,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,0,4,Y, , .,22,  .,1250,1500,30388,31188,1.5,13.9,5.439952,0,0,999,LAC COURTE OREILLES 
R5,WI,55,54876,4,2,1,1,N, , .,22,  .,1300,1300,30388,31188,1.6,15.2,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,0,4,Y, , .,22,  .,1200,1200,30388,31088,2.8,10.4,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,0,4,Y, , .,22,  .,1400,1415,30388,31088,2.9,10.3,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,0,0,Y, , .,22,  .,1500,1400,30388,31088,1.8,15.1,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,0,4,Y, , .,22,  .,1415,1420,30388,31088,0.9,31.5,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,0,4,Y, , .,22,  .,120,1345,30388,31088,3.9,7.3,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,0,4,Y, , .,22,  .,1300,1300,30388,31088,4,7.9,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,1,1,1,N, , .,22,  .,1430,1500,30388,31088,0.7,36.8,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54876,4,2,1,1,N, , .,22,  .,1015,1020,30388,31088,0.9,29,5.439952,0,0,113,LAC COURTE OREILLES 
R5,WI,55,54538,4,1,1,1,N, , .,23,  .,1345,1430,32188,32388,2,14.7,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,2,Y, , .,23,  .,1700,1700,32388,32588,4,9.5,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,1,7,N, , .,23,  .,1440,1445,32288,32488,0.9,38.8,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1700,1700,32288,32488,4.5,9.3,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1600,1600,32288,32488,2.6,15,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,1,1,N, , .,23,  .,1500,1510,32188,32388,2.9,11.2,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1005,1530,32288,32488,1.4,22.8,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,930,930,32288,32488,11.3,3.8,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1105,1000,32288,32588,10.5,4.2,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1045,1400,32288,32488,4.9,8.5,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1100,1045,32288,32488,6.9,7,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,1,3,N, , .,23,  .,1310,1315,32388,32588,0.5,0,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,2,Y, , .,23,  .,1315,1315,32388,32588,7,5.9,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,1,3,N, , .,23,  .,1025,1020,32288,32488,0.6,62,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,0,9,0, , , .,23,  .,700,900,32388,32588,3.8,9.5,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,1,3,N, , .,23,  .,1545,1545,32288,32488,1.1,31.7,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1050,1050,32388,32588,1.1,25.5,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,6,Y, , .,23,  .,1340,1425,32188,32388,0.9,35.2,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,1,3,N, , .,23,  .,1220,1230,32388,32588,3.9,8.8,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,2,Y, , .,23,  .,1645,1700,32388,32588,1.1,21,3.697917,0,0,85,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1505,1530,32288,32488,3.7,9.5,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1700,1700,32188,32388,2,20.1,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1140,1145,32388,32588,8,5.6,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1005,1005,32388,32588,2.1,15.6,3.697917,1,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1005,1130,32388,32588,3.4,10.4,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1410,1420,32288,32488,2.9,13.9,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1000,1035,32688,32888,0.3,0,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1700,1000,32588,32888,4.6,6.5,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1435,1445,32188,32388,12.8,3.9,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1330,1420,32188,32388,0.6,44.8,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,940,1115,32288,32488,11.9,4.6,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,745,1142,32288,32488,2.2,16.8,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1400,1435,32188,32388,6.7,6.1,3.697917,2,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,1,1,N, , .,23,  .,1130,1140,32388,32588,1,27.7,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1435,1435,32288,32688,1.8,13.4,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54538,4,1,0,4,Y, , .,23,  .,1245,1250,32388,32588,9.5,5,3.697917,0,0,125,LAC DU FLAMBEAU     
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1300,1035,30388,31188,4.5,28.4,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1310,1005,30388,31188,6.2,25.2,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1315,1000,30388,31188,4.1,32.5,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1335,945,30388,31188,4.1,32.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1440,920,30388,31188,6.9,21.3,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1347,900,30388,31188,2.9,39.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1400,2125,30388,31188,5,25.7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1410,1010,30388,31188,11.2,13.6,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1420,1030,30388,31188,2.8,46.4,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1430,1025,30388,31188,5.7,21.2,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1545,1015,30388,31188,6.5,20.9,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1610,935,30388,31188,8,18.3,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1600,930,30388,31188,6,24.5,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,900,1030,31088,31288,14.6,8.6,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1615,955,30388,31188,2.1,62.2,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1110,1345,30388,31188,3.7,33,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1115,1345,30388,31188,3.5,33.9,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1125,1405,30388,31188,4.4,27.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1145,1400,30388,31188,2,57.7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1300,1130,30388,31188,3.5,36.5,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1305,1135,30388,31188,8.5,15.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,905,1115,30388,31188,2.6,48.5,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1420,1120,30388,31188,4.3,32.1,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1425,1111,30388,31188,7.5,18.7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1430,1125,30388,31188,2.4,53.4,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1446,1545,30388,31188,2.3,50.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1555,1415,30388,31188,2.6,48.5,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1600,1415,30388,31188,7.8,17.7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1719,1330,30388,31188,4.1,27.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1730,1921,30388,31188,4.7,25.6,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1250,1038,31088,31288,3.4,31.4,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1230,1200,31088,31288,4.6,24,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,935,830,30388,31188,3.7,33.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,950,835,30388,31188,6,26.1,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,N, , .,19,  .,1000,837,30388,31188,5.2,22.2,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1027,855,30388,31188,2.4,53.9,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1038,850,30388,31188,4.8,26.1,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1050,910,30388,31188,2.6,39.2,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,N, , .,19,  .,1100,845,30388,31188,4.1,28.1,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1110,900,30388,31188,3.6,36.4,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1126,840,30388,31188,4.1,32,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1140,950,30388,31188,6.1,18,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,N, , .,19,  .,1150,1020,30388,31188,7.9,17,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,920,834,30388,31188,1.7,59.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,935,830,30388,31188,2.3,61.8,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,937,841,30388,31188,4.4,30.9,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,945,845,30388,31188,4.9,25.1,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,950,855,30388,31188,9.4,15.3,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,954,850,30388,31188,10.5,16,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1000,900,30388,31188,5.1,23.3,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1005,850,30388,31188,5.3,22.9,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1015,905,30388,31188,3.2,45.2,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1025,905,30388,31188,4.1,27.1,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1052,915,30388,31188,5.7,25.4,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1035,925,30388,31188,2.9,38.6,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1045,930,30388,31188,6.7,22.3,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1050,855,30388,31188,6.5,21.3,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1325,935,31688,31888,2.3,12,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1330,1010,31688,31888,4.8,7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1345,1015,31688,31888,9.8,5.6,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1350,1035,31688,31888,5.7,7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1400,1035,31688,31888,6.4,6.4,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1320,1200,31688,31888,2.2,15.7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1039,1044,22488,22688,4,6.7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1056,1049,22488,22688,4.3,6.6,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1115,1037,22488,22688,5.1,6.1,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1130,1000,22488,22688,1.7,15.5,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1350,1106,22488,22688,8.9,4.6,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,1,3,Y, , .,19,  .,1440,1056,22488,22688,27,2.3,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,1,3,N, , .,19,  .,1443,1204,30388,30388,2.5,9.7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1126,1116,30388,30388,6.4,4.2,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,1,3,N, , .,19,  .,1350,1521,30388,30388,0.7,36.7,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,4,Y, , .,19,  .,1412,1528,30388,30388,2.3,13.6,3.445054,0,0,999,MENOMINEE           
R5,WI,55,54135,3,1,0,3,Y, , .,19,  .,1503,1532,30388,30388,0.5,0,3.445054,0,0,999,MENOMINEE           
